frame	xtl	ytl	xbr	ybr	class
2018-03-16_1424_left/000112	0	888	56	953	3.24
2018-03-16_1424_left/000113	14	883	75	952	3.24
2018-03-16_1424_left/000114	27	895	99	956	3.24
2018-03-16_1424_left/000115	58	895	116	959	3.24
2018-03-16_1424_left/000116	83	902	138	964	3.24
2018-03-16_1424_left/000117	102	903	160	969	3.24
2018-03-16_1424_left/000118	124	912	180	976	3.24
2018-03-16_1424_left/000119	151	920	212	982	3.24
2018-03-16_1424_left/000120	169	922	235	984	3.24
2018-03-16_1424_left/000121	193	923	255	984	3.24
2018-03-16_1424_left/000122	218	927	275	988	3.24
2018-03-16_1424_left/000123	239	926	298	990	3.24
2018-03-16_1424_left/000124	264	922	320	986	3.24
2018-03-16_1424_left/000125	285	917	346	982	3.24
2018-03-16_1424_left/000126	310	917	375	982	3.24
2018-03-16_1424_left/000127	335	913	397	981	3.24
2018-03-16_1424_left/000128	359	911	422	979	3.24
2018-03-16_1424_left/000129	388	908	446	973	3.24
2018-03-16_1424_left/000130	412	906	469	976	3.24
2018-03-16_1424_left/000131	437	909	504	970	3.24
2018-03-16_1424_left/000132	462	905	517	969	3.24
2018-03-16_1424_left/000133	485	906	547	973	3.24
2018-03-16_1424_left/000134	513	905	575	973	3.24
2018-03-16_1424_left/000135	539	908	596	977	3.24
2018-03-16_1424_left/000136	561	904	627	973	3.24
2018-03-16_1424_left/000137	590	904	645	974	3.24
2018-03-16_1424_left/000138	614	908	678	980	3.24
2018-03-16_1424_left/000139	640	905	701	978	3.24
2018-03-16_1424_left/000140	663	906	723	978	3.24
2018-03-16_1424_left/000141	687	904	749	975	3.24
2018-03-16_1424_left/000142	712	900	772	974	3.24
2018-03-16_1424_left/000143	740	900	804	973	3.24
2018-03-16_1424_left/000144	762	895	830	968	3.24
2018-03-16_1424_left/000145	790	887	852	965	3.24
2018-03-16_1424_left/000146	818	882	883	963	3.24
2018-03-16_1424_left/000147	845	881	915	956	3.24
2018-03-16_1424_left/000148	873	872	937	949	3.24
