frame	xtl	ytl	xbr	ybr	class
2018-03-16_1424_left/002210	1650	901	1695	948	3.24
2018-03-16_1424_left/002194	26	881	68	921	3.24
2018-03-16_1424_left/002194	1630	918	1667	957	3.24
2018-03-16_1424_left/001545	1511	923	1532	957	2.4
2018-03-16_1424_left/002698	1188	808	1204	824	5.19
2018-03-16_1424_left/001551	1531	914	1551	950	2.4
2018-03-16_1424_left/002471	1398	938	1411	954	5.19
2018-03-16_1424_left/002529	1140	807	1153	821	5.19
2018-03-16_1424_left/002739	1191	815	1209	832	5.19
2018-03-16_1424_left/002739	390	865	429	901	2.1
2018-03-16_1424_left/002739	246	919	273	953	4.1
2018-03-16_1424_left/002552	1136	822	1151	837	5.19
2018-03-16_1424_left/002530	1139	810	1153	823	5.19
2018-03-16_1424_left/001541	1499	931	1519	962	2.4
2018-03-16_1424_left/002699	1188	808	1204	823	5.19
2018-03-16_1424_left/002662	1145	811	1161	828	5.19
2018-03-16_1424_left/001678	512	1042	533	1065	2.1
2018-03-16_1424_left/002564	1135	826	1149	840	5.19
2018-03-16_1424_left/001818	1067	1008	1076	1018	3.24
2018-03-16_1424_left/001556	1548	907	1567	944	2.4
2018-03-16_1424_left/002640	1124	814	1141	831	5.19
2018-03-16_1424_left/002619	1125	820	1140	836	5.19
2018-03-16_1424_left/002508	1146	839	1159	852	5.19
2018-03-16_1424_left/002657	1538	897	1553	913	3.27
2018-03-16_1424_left/001571	1604	886	1629	929	2.4
2018-03-16_1424_left/002735	1192	815	1208	832	5.19
2018-03-16_1424_left/002735	390	866	428	901	2.1
2018-03-16_1424_left/002735	246	919	273	951	4.1
2018-03-16_1424_left/002687	1182	810	1198	828	5.19
2018-03-16_1424_left/002687	1600	896	1615	910	3.27
2018-03-16_1424_left/001540	1497	933	1516	965	2.4
2018-03-16_1424_left/002559	1135	824	1150	839	5.19
2018-03-16_1424_left/001585	1668	867	1695	918	2.4
2018-03-16_1424_left/002645	1126	813	1143	829	5.19
2018-03-16_1424_left/002645	1521	899	1536	917	3.27
2018-03-16_1424_left/002263	556	985	570	994	3.27
2018-03-16_1424_left/002554	1136	828	1151	842	5.19
2018-03-16_1424_left/002679	1175	811	1191	828	5.19
2018-03-16_1424_left/002580	1131	827	1146	843	5.19
2018-03-16_1424_left/002507	1145	839	1158	853	5.19
2018-03-16_1424_left/001978	1436	988	1451	1002	3.24
2018-03-16_1424_left/001600	1757	847	1785	909	2.4
2018-03-16_1424_left/002174	318	919	347	947	3.24
2018-03-16_1424_left/002174	1608	935	1638	964	3.24
2018-03-16_1424_left/002174	711	994	730	1009	2.4
2018-03-16_1424_left/002174	1030	964	1039	976	3.24
2018-03-16_1424_left/002174	711	1012	725	1027	5.20
2018-03-16_1424_left/002299	874	969	885	979	5.20
2018-03-16_1424_left/002433	651	960	664	975	4.1
2018-03-16_1424_left/002684	1179	810	1195	828	5.19
2018-03-16_1424_left/001527	1462	934	1480	964	2.4
2018-03-16_1424_left/002600	1128	826	1144	842	5.19
2018-03-16_1424_left/002706	1191	808	1206	824	5.19
2018-03-16_1424_left/002755	1191	816	1209	833	5.19
2018-03-16_1424_left/002755	391	866	430	901	2.1
2018-03-16_1424_left/002755	246	920	271	951	4.1
2018-03-16_1424_left/002478	1067	921	1083	938	4.1
2018-03-16_1424_left/002276	873	983	881	992	3.24
2018-03-16_1424_left/002154	1552	929	1579	956	3.24
2018-03-16_1424_left/002218	1675	896	1729	949	3.24
2018-03-16_1424_left/002335	836	964	848	978	5.20
2018-03-16_1424_left/002710	1191	808	1207	825	5.19
2018-03-16_1424_left/002417	695	971	711	988	2.1
2018-03-16_1424_left/002417	709	980	721	993	3.24
2018-03-16_1424_left/002417	681	955	693	969	4.1
2018-03-16_1424_left/001603	1779	841	1805	903	2.4
2018-03-16_1424_left/002612	1125	822	1142	839	5.19
2018-03-16_1424_left/002765	1192	815	1210	834	5.19
2018-03-16_1424_left/002765	609	885	626	901	5.19
2018-03-16_1424_left/002765	390	866	430	902	2.1
2018-03-16_1424_left/002765	246	920	272	953	4.1
2018-03-16_1424_left/002653	1530	898	1544	915	3.27
2018-03-16_1424_left/002653	1128	812	1146	829	5.19
2018-03-16_1424_left/002570	1133	829	1148	844	5.19
2018-03-16_1424_left/001926	686	1069	714	1097	2.1
2018-03-16_1424_left/001560	1563	897	1584	935	2.4
2018-03-16_1424_left/001525	1456	935	1475	964	2.4
2018-03-16_1424_left/002221	1688	895	1748	952	3.24
2018-03-16_1424_left/002122	1057	975	1067	985	3.24
2018-03-16_1424_left/002122	1494	954	1517	975	3.24
2018-03-16_1424_left/001568	1593	890	1616	931	2.4
2018-03-16_1424_left/001543	1504	924	1527	958	2.4
2018-03-16_1424_left/001543	2042	1035	2056	1050	4.1
2018-03-16_1424_left/002561	1135	827	1150	842	5.19
2018-03-16_1424_left/002237	1837	839	1917	923	3.24
