frame	xtl	ytl	xbr	ybr	class
2018-03-23_1352_right/006168	452	848	494	889	2.4
2018-03-23_1352_right/006168	1232	945	1248	962	4.2
2018-03-23_1352_right/008459	2094	834	2120	877	5.19
2018-03-23_1352_right/008459	999	886	1030	922	3.27
2018-03-23_1352_right/008459	1534	840	1565	874	3.27
2018-03-23_1352_right/008459	1075	946	1086	958	4.2
2018-03-23_1352_right/008459	39	849	87	902	4.1
2018-03-23_1352_right/000487	1011	977	1040	1008	5.20
2018-03-23_1352_right/000487	1394	926	1424	956	5.20
2018-03-23_1352_right/000487	1011	946	1041	977	5.19
2018-03-23_1352_right/002446	282	770	368	851	5.20
2018-03-23_1352_right/001984	2272	634	2448	830	2.4
2018-03-23_1352_right/002791	188	931	199	943	5.19
2018-03-23_1352_right/007986	424	1005	442	1021	2.4
2018-03-23_1352_right/007986	1801	986	1814	997	3.1
2018-03-23_1352_right/007986	1288	995	1301	1008	3.27
2018-03-23_1352_right/000175	1469	926	1511	967	5.20
2018-03-23_1352_right/000175	1468	879	1513	925	3.27
2018-03-23_1352_right/000175	1079	980	1095	997	5.20
2018-03-23_1352_right/000175	1276	951	1297	965	5.19
2018-03-23_1352_right/008512	2093	835	2120	876	5.19
2018-03-23_1352_right/008512	999	887	1030	921	3.27
2018-03-23_1352_right/008512	1534	840	1565	873	3.27
2018-03-23_1352_right/004730	110	766	238	885	3.27
2018-03-23_1352_right/002854	213	937	225	948	5.19
2018-03-23_1352_right/005999	1350	918	1384	949	3.24
2018-03-23_1352_right/001312	1622	917	1648	941	2.4
2018-03-23_1352_right/002556	177	949	187	961	2.4
2018-03-23_1352_right/000026	1449	939	1477	967	5.20
2018-03-23_1352_right/000026	1175	971	1189	985	5.20
2018-03-23_1352_right/008409	2094	835	2119	876	5.19
2018-03-23_1352_right/008409	999	887	1030	922	3.27
2018-03-23_1352_right/008409	1534	841	1566	873	3.27
2018-03-23_1352_right/008491	2094	835	2119	875	5.19
2018-03-23_1352_right/008491	998	886	1030	922	3.27
2018-03-23_1352_right/008491	1534	841	1565	873	3.27
2018-03-23_1352_right/008491	1075	946	1087	958	4.2
2018-03-23_1352_right/007645	1223	949	1240	970	4.2
2018-03-23_1352_right/007645	1227	975	1239	1018	8.22
2018-03-23_1352_right/001839	1770	813	1876	911	2.4
2018-03-23_1352_right/002676	330	766	381	841	2.4
2018-03-23_1352_right/007282	1235	735	1263	798	2.1
2018-03-23_1352_right/007282	1246	808	1262	856	4.1
2018-03-23_1352_right/007282	2179	822	2197	854	3.1
2018-03-23_1352_right/001251	1525	644	1669	792	5.20
