frame	xtl	ytl	xbr	ybr	class
2018-03-16_1424_left/000000	2435	856	2448	897	5.19
2018-03-16_1424_left/000000	56	913	88	956	3.24
2018-03-16_1424_left/000001	2433	856	2446	899	5.19
2018-03-16_1424_left/000001	51	913	81	956	3.24
2018-03-16_1424_left/000002	2433	858	2446	904	5.19
2018-03-16_1424_left/000002	41	917	75	957	3.24
2018-03-16_1424_left/000003	2433	856	2446	901	5.19
2018-03-16_1424_left/000003	35	917	65	960	3.24
2018-03-16_1424_left/000004	26	915	58	959	3.24
2018-03-16_1424_left/000005	2434	860	2445	903	5.19
2018-03-16_1424_left/000005	18	917	50	960	3.24
2018-03-16_1424_left/000006	10	918	42	957	3.24
2018-03-16_1424_left/000006	2431	861	2448	893	5.19
2018-03-16_1424_left/000007	2435	863	2448	906	5.19
2018-03-16_1424_left/000007	5	915	39	961	3.24
2018-03-16_1424_left/000008	2436	866	2446	905	5.19
2018-03-16_1424_left/000008	1	920	31	962	3.24
2018-03-16_1424_left/000021	2051	984	2071	1005	3.27
2018-03-16_1424_left/000079	2433	885	2449	944	2.1
2018-03-16_1424_left/000112	1	892	62	956	3.24
2018-03-16_1424_left/000113	16	885	78	955	3.24
2018-03-16_1424_left/000114	40	890	100	958	3.24
2018-03-16_1424_left/000115	63	892	121	963	3.24
2018-03-16_1424_left/000116	80	899	141	969	3.24
2018-03-16_1424_left/000117	103	902	163	971	3.24
2018-03-16_1424_left/000118	122	908	187	981	3.24
2018-03-16_1424_left/000119	150	915	215	988	3.24
2018-03-16_1424_left/000120	170	917	232	989	3.24
2018-03-16_1424_left/000121	192	917	253	988	3.24
2018-03-16_1424_left/000122	215	920	276	991	3.24
2018-03-16_1424_left/000123	235	920	299	992	3.24
2018-03-16_1424_left/000124	259	916	324	990	3.24
2018-03-16_1424_left/000125	284	907	347	986	3.24
2018-03-16_1424_left/000126	307	909	373	988	3.24
2018-03-16_1424_left/000127	334	912	401	986	3.24
2018-03-16_1424_left/000128	357	907	427	981	3.24
2018-03-16_1424_left/000129	385	899	451	977	3.24
2018-03-16_1424_left/000130	409	899	476	977	3.24
2018-03-16_1424_left/000131	432	903	501	979	3.24
2018-03-16_1424_left/000132	458	897	524	977	3.24
2018-03-16_1424_left/000133	482	899	548	979	3.24
2018-03-16_1424_left/000134	509	894	572	980	3.24
2018-03-16_1424_left/000135	535	901	599	981	3.24
2018-03-16_1424_left/000136	557	900	624	976	3.24
2018-03-16_1424_left/000137	585	899	649	978	3.24
2018-03-16_1424_left/000138	611	900	676	983	3.24
2018-03-16_1424_left/000139	639	897	701	982	3.24
2018-03-16_1424_left/000140	660	897	725	984	3.24
2018-03-16_1424_left/000141	681	893	750	980	3.24
2018-03-16_1424_left/000142	706	895	777	980	3.24
2018-03-16_1424_left/000143	731	893	809	977	3.24
2018-03-16_1424_left/000144	764	887	828	976	3.24
2018-03-16_1424_left/000145	786	877	831	970	3.24
2018-03-16_1424_left/000146	814	877	886	969	3.24
2018-03-16_1424_left/000147	841	872	913	964	3.24
2018-03-16_1424_left/000148	869	865	941	961	3.24
2018-03-16_1424_left/000149	895	857	970	950	3.24
2018-03-16_1424_left/000150	927	854	1000	946	3.24
2018-03-16_1424_left/000151	954	837	1025	955	3.24
