frame	xtl	ytl	xbr	ybr	class
2018-03-16_1424_left/000000	2433	857	2449	898	5.19
2018-03-16_1424_left/000001	54	963	80	998	2.1
2018-03-16_1424_left/000001	2058	985	2081	1005	3.27
2018-03-16_1424_left/000001	2431	855	2448	901	5.19
2018-03-16_1424_left/000002	46	922	71	958	3.24
2018-03-16_1424_left/000002	48	964	75	998	2.1
2018-03-16_1424_left/000002	2057	986	2080	1007	3.27
2018-03-16_1424_left/000002	1751	723	1763	772	2.1
2018-03-16_1424_left/000002	2435	859	2448	906	5.19
2018-03-16_1424_left/000003	36	921	64	955	3.24
2018-03-16_1424_left/000003	1748	724	1760	769	4.1
2018-03-16_1424_left/000003	2433	856	2449	900	5.19
2018-03-16_1424_left/000004	30	921	57	956	3.24
2018-03-16_1424_left/000004	32	959	59	1001	5.19
2018-03-16_1424_left/000004	2054	985	2078	1007	3.27
2018-03-16_1424_left/000004	2435	859	2448	905	5.19
2018-03-16_1424_left/000005	21	959	55	1002	5.19
2018-03-16_1424_left/000005	21	921	53	956	3.24
2018-03-16_1424_left/000005	2054	984	2077	1009	3.27
2018-03-16_1424_left/000005	1742	723	1756	771	4.1
2018-03-16_1424_left/000005	2434	860	2449	903	5.19
2018-03-16_1424_left/000006	14	922	41	958	3.24
2018-03-16_1424_left/000006	2433	860	2449	906	5.19
2018-03-16_1424_left/000007	2053	988	2072	1011	3.27
2018-03-16_1424_left/000008	2052	991	2072	1012	3.27
2018-03-16_1424_left/000008	2434	873	2449	908	5.19
2018-03-16_1424_left/000011	2046	990	2075	1014	3.27
2018-03-16_1424_left/000013	1971	1036	2003	1066	5.19
2018-03-16_1424_left/000014	1728	728	1738	773	4.1
2018-03-16_1424_left/000016	1725	722	1735	767	4.1
2018-03-16_1424_left/000017	1725	719	1735	771	4.1
2018-03-16_1424_left/000018	2359	966	2380	982	5.19
2018-03-16_1424_left/000021	2048	985	2074	1007	3.27
2018-03-16_1424_left/000022	2052	989	2071	1011	3.27
2018-03-16_1424_left/000027	2063	983	2079	1004	3.27
2018-03-16_1424_left/000028	2435	984	2447	1011	3.27
2018-03-16_1424_left/000029	2067	979	2085	996	3.27
2018-03-16_1424_left/000030	1726	708	1737	752	4.1
2018-03-16_1424_left/000031	818	855	832	914	2.4
2018-03-16_1424_left/000031	823	792	831	857	2.1
2018-03-16_1424_left/000032	816	850	832	918	2.4
2018-03-16_1424_left/000033	2071	961	2080	1014	2.1
2018-03-16_1424_left/000039	1731	675	1743	724	4.1
2018-03-16_1424_left/000040	1731	675	1744	725	2.4
2018-03-16_1424_left/000045	419	1098	435	1118	2.1
2018-03-16_1424_left/000045	426	1286	477	1315	3.24
2018-03-16_1424_left/000046	1741	685	1751	730	4.1
2018-03-16_1424_left/000049	197	847	209	861	4.1
2018-03-16_1424_left/000054	73	1395	127	1430	3.27
2018-03-16_1424_left/000055	56	1110	81	1137	2.1
2018-03-16_1424_left/000064	214	842	226	856	4.1
2018-03-16_1424_left/000072	2322	903	2341	923	3.27
2018-03-16_1424_left/000079	2433	886	2449	945	2.1
2018-03-16_1424_left/000080	839	832	865	858	3.27
2018-03-16_1424_left/000081	817	1082	833	1132	2.1
2018-03-16_1424_left/000095	1057	715	1109	766	2.4
2018-03-16_1424_left/000098	1116	724	1166	778	2.4
2018-03-16_1424_left/000099	1132	728	1185	781	2.4
2018-03-16_1424_left/000100	1150	727	1202	781	2.4
2018-03-16_1424_left/000101	1175	727	1228	784	4.1
2018-03-16_1424_left/000102	1195	731	1245	792	2.4
2018-03-16_1424_left/000102	1172	826	1206	860	3.27
2018-03-16_1424_left/000103	1215	734	1265	789	4.1
2018-03-16_1424_left/000104	1236	730	1285	795	2.4
2018-03-16_1424_left/000105	1254	725	1310	784	4.1
2018-03-16_1424_left/000106	1283	721	1332	788	2.4
2018-03-16_1424_left/000107	1302	723	1358	785	2.4
2018-03-16_1424_left/000108	1329	715	1378	780	2.4
2018-03-16_1424_left/000108	2438	658	2447	702	2.4
2018-03-16_1424_left/000109	1354	718	1409	780	2.4
2018-03-16_1424_left/000110	593	1051	604	1065	5.19
2018-03-16_1424_left/000110	1376	714	1429	777	2.4
2018-03-16_1424_left/000111	617	1062	629	1077	5.19
2018-03-16_1424_left/000111	1402	723	1458	784	4.1
2018-03-16_1424_left/000112	1429	712	1487	777	2.4
2018-03-16_1424_left/000113	17	881	76	960	3.24
2018-03-16_1424_left/000114	38	892	103	960	3.24
2018-03-16_1424_left/000114	1485	713	1543	774	4.1
2018-03-16_1424_left/000115	61	889	121	970	3.24
2018-03-16_1424_left/000115	1512	714	1568	778	2.4
2018-03-16_1424_left/000116	82	896	142	972	3.24
2018-03-16_1424_left/000116	1540	712	1602	779	2.4
2018-03-16_1424_left/000117	104	900	163	973	3.24
2018-03-16_1424_left/000118	124	906	187	986	3.24
2018-03-16_1424_left/000118	1601	723	1659	791	2.4
2018-03-16_1424_left/000119	152	913	213	992	3.24
2018-03-16_1424_left/000120	169	919	235	989	3.24
2018-03-16_1424_left/000120	1663	725	1724	788	4.1
2018-03-16_1424_left/000121	190	919	260	991	3.24
2018-03-16_1424_left/000121	1694	718	1755	790	2.4
2018-03-16_1424_left/000122	214	922	282	992	3.24
2018-03-16_1424_left/000122	1730	713	1794	782	2.4
2018-03-16_1424_left/000123	237	919	300	996	3.24
2018-03-16_1424_left/000123	1763	711	1823	791	2.4
