frame	xtl	ytl	xbr	ybr	class	temporary	data
2018-03-02_1400_right/012930	598	917	615	940	1.11.2	false	
2018-03-02_1400_right/009720	920	951	933	965	5.19.2	false	
2018-03-23_1358_right/014775	1081	928	1102	951	5.20	false	
2018-03-23_1358_left/023445	842	954	860	973	2.4	false	
2018-03-23_1358_right/013800	53	956	97	999	3.24	false	
2018-03-07_1406_right/001305	42	899	77	925	5.19.1	false	
2018-03-23_1358_right/000930	1884	788	2060	956	5.19.1	false	
2018-02-07_1349_left/013350	980	965	1001	996	3.1	false	
2018-03-23_1358_left/002730	1449	991	1476	1017	3.24	false	
2018-03-02_1400_left/008070	844	889	869	911	5.19.2	false	
2018-02-16_1503_right/001740	300	882	341	926	5.19.2	false	
2018-03-23_1358_right/015435	2033	782	2133	867	3.24	false	
2018-02-16_1503_right/010860	1326	886	1388	962	2.1	false	
2018-03-07_1406_left/001725	2385	825	2447	977	2.4	false	
2018-03-23_1358_right/001050	1074	944	1102	998	8.11	false	
2018-03-02_1400_right/008145	1713	926	1752	955	3.24	false	
2018-03-02_1400_right/014235	2139	651	2199	718	5.19.1	false	
2018-02-16_1503_left/007935	1522	922	1606	1027	2.1	false	
2018-03-07_1406_right/003405	907	905	936	934	5.19.2	false	
2018-03-07_1406_right/000405	1970	752	2105	807	6.10.1	false	
2018-03-02_1400_right/025080	2098	586	2447	791	8.11	false	
2018-02-16_1503_left/005730	1660	735	1750	831	5.19.1	false	
2018-03-07_1406_left/002445	1004	856	1041	934	8.11	false	
2018-03-23_1358_left/009450	1560	812	1679	883	6.10.1	false	
2018-03-23_1358_right/001635	1201	948	1216	961	3.27	false	
2018-03-02_1400_right/013560	599	917	615	940	3.24	false	
2018-02-07_1349_left/008970	2006	921	2071	993	3.24	true	
2018-02-07_1349_left/020910	613	990	638	1004	6.10.1	false	
2018-02-07_1349_right/013335	885	954	912	992	3.1	false	
2018-03-02_1400_left/014220	1392	929	1410	952	5.19.2	false	
2018-02-07_1349_left/008070	1606	944	1735	1001	5.15.1	false	
2018-03-02_1400_right/014175	516	930	532	949	5.19.2	false	
2018-03-23_1358_right/003705	2361	771	2447	945	5.15.1	false	
2018-03-23_1358_right/002250	1373	827	1426	871	5.20	false	
2018-03-23_1358_right/018105	458	951	496	982	5.19.2	false	
2018-02-07_1349_left/012630	743	956	758	983	5.19.2	false	
2018-03-23_1358_right/005070	2311	600	2349	796	6.9.1	false	
2018-03-02_1400_right/019830	118	907	137	928	3.24	false	
2018-03-02_1400_right/012525	1992	908	2005	932	8.11	false	
2018-02-16_1503_right/005700	1309	664	1425	734	4.1.4	false	
2018-03-02_1400_right/018075	1620	821	1761	942	3.24	true	
2018-03-23_1358_left/011580	392	893	472	924	2.1	false	
2018-02-16_1503_right/007860	862	892	891	934	5.19.1	false	
2018-03-02_1400_left/015870	2229	767	2331	874	1.23	false	
2018-02-07_1349_left/016560	901	954	924	977	4.2.3	false	
2018-02-07_1349_right/007695	1453	975	1500	998	5.16	false	
2018-03-02_1400_left/013035	1733	914	1748	935	3.1	false	
2018-03-07_1406_left/003300	1656	875	1707	925	5.15.1	false	
2018-03-23_1358_left/004500	1992	860	2164	1011	3.27	false	
2018-03-23_1358_right/000585	1845	928	1860	944	2.4	false	
2018-03-02_1400_left/011940	715	921	729	940	5.19.2	false	
2018-03-07_1406_left/003435	158	895	198	939	5.19.2	false	
2018-03-02_1400_right/003945	2018	847	2036	878	6.4	false	
2018-02-07_1349_left/017070	712	812	778	896	4.2.3	false	
2018-02-07_1349_left/021750	1736	884	1776	925	5.19.1	false	
2018-02-16_1503_right/005700	1328	747	1406	828	5.19.1	false	
2018-03-02_1400_left/012780	1633	922	1654	951	2.1	false	
2018-03-23_1358_right/011370	483	916	635	963	3.1	false	
2018-03-23_1358_right/020820	1110	999	1128	1014	3.27	false	
2018-02-07_1349_left/013380	120	876	144	904	8.11	false	
2018-03-23_1358_left/017775	1413	990	1440	1013	2.1	false	
2018-03-02_1400_right/026955	1873	608	2042	681	6.10.1	false	
2018-03-02_1400_left/023115	1076	865	1155	939	4.2.3	false	
2018-03-23_1358_right/021270	1395	954	1436	980	5.15.7	false	
2018-03-07_1406_left/000375	173	873	213	910	5.19.2	false	
2018-03-02_1400_right/008160	1652	774	1711	841	2.1	false	
2018-03-23_1358_left/002640	1482	966	1500	987	5.20	false	
2018-03-02_1400_right/027225	1078	630	1141	703	3.24	false	
2018-03-02_1400_right/026880	1948	899	1990	944	1.34.3	false	
2018-03-23_1358_left/000135	1653	939	1711	1004	3.20	false	
2018-03-23_1358_left/013650	1016	956	1033	975	5.19.1	false	
2018-03-02_1400_left/000915	1378	903	1394	941	2.4	false	
2018-03-02_1400_left/003405	1358	963	1375	984	3.24	false	
2018-03-23_1358_left/009060	624	918	651	946	5.19.2	false	
2018-03-23_1358_right/016425	995	909	1029	937	2.4	false	
2018-03-02_1400_right/014130	1274	918	1288	941	5.19.1	false	
2018-03-07_1406_right/001590	2096	730	2252	796	6.10.1	false	
2018-03-02_1400_right/003810	1628	903	1641	931	5.21	false	
2018-03-07_1406_left/001470	148	885	193	928	5.19.2	false	
2018-03-23_1358_right/017715	1320	972	1340	988	2.1	false	
2018-02-07_1349_right/016635	1393	941	1419	974	6.10.1	false	
2018-03-02_1400_left/019515	1198	997	1239	1019	8.11	false	
2018-03-02_1400_left/001590	419	892	439	932	5.16	false	
2018-03-23_1358_left/021165	651	987	686	1024	5.19.2	false	
2018-03-23_1358_right/005610	1276	790	1299	811	2.1	false	
2018-03-07_1406_right/001980	2237	702	2409	776	6.10.1	false	
